name,zipcode,lat,long
59 St - Columbus Circle,"Columbus Cir, New York, NY 10023",40.768249531776064,-73.98164872301398
49 Street,"New York, NY 10036",40.759801973870694,-73.98420956591096
57 Street Subway Station,"New York, NY 10106",40.76456552501829,-73.98072973372128
5 Avenue Station,"1-5, E 59th St, New York, NY 10022",40.764810999755284,-73.97334700047045
59 St-Lexington Av Station,"E 60th St, New York, NY 10065",40.762708855394564,-73.96737501711436
34 Street - Penn Station,"New York, NY 10120",40.75037300003949,-73.99105699913983
Times Sq - 42 St,"New York, NY 10036",40.75528999995681,-73.98749500051885
Fulton Street Subway Station,"New York, NY 10038",40.71016216530185,-74.00762309323994
Chambers Street Station,"New York, NY 10007",40.714111000774025,-74.00858473570133
42 St - Port Authority Bus Terminal,"New York, NY 10036",40.757307998551504,-73.98973500085859
Myrtle - Willoughby Avs,"Brooklyn, NY 11206",40.69461899903765,-73.94906699890156
Myrtle - Willoughby Avs,"Brooklyn, NY 11206",40.70037666622154,-73.9502340010257
23 Street Station,"New York, NY 10011",40.742954317826005,-73.99276500471389
34 St - Herald Sq Subway Station,"New York, NY 10001",40.74978939990011,-73.98777189072918
Hoyt - Schermerhorn,"Brooklyn, NY 11201",40.68840847580642,-73.98503624034139
Jay St - MetroTech Station,"Brooklyn, NY 11201",40.692470636847084,-73.98721815267317
East Broadway,"New York, NY 10002",40.713855001020406,-73.99017700122197
Delancey St,"New York, NY 10002",40.71868074219453,-73.98807806807719
2 Avenue Station,"New York, NY 10002",40.72340166574911,-73.98993800003434
Flushing Av,"Flushing Ave, Brooklyn, NY 11206",40.70040440298112,-73.94137734838365
Myrtle Av Station,"Brooklyn, NY 11206",40.6971950005145,-73.9356230012996
4 Av - 9 St Station,"Brooklyn, NY 11215",40.67027166728493,-73.98977899938897
Smith-9th Street,"9th St, Brooklyn, NY 11231",40.67364106090412,-73.99589172790934
Bergen St Station,"Brooklyn, NY 11201",40.68611054725977,-73.99075649573565
Jay St - MetroTech,"Brooklyn, NY 11201",40.69225539645323,-73.98605667854612
Court Street Station,"Brooklyn, NY 11201",40.694196480776995,-73.99181830901125
14 Street - Union Sq Station,"New York, NY 10003",40.73587226699812,-73.99053886181645
23 Street Station,"E 23rd St, New York, NY 10010",40.74130266729,-73.98934400102907
Prospect Av Station,"Brooklyn, NY 11215",40.66541366712979,-73.99287200067424
9 Street Station,"Brooklyn, NY 11215",40.670846666842756,-73.98830199974512
3 Avenue Station,"New York, NY 10003",40.73269099971662,-73.98575000112093
14 Street - Union Sq Station,"New York, NY 10003",40.73476331217923,-73.99066976901818
Liberty Avenue Station,"Brooklyn, NY 11207",40.67454199987086,-73.89654800103929
Atlantic Av Station,"Brooklyn, NY 11207",40.67833366608023,-73.90531600055341
59 Street Station,"Brooklyn, NY 11234",40.6413616662838,-74.01788099953987
45 St Station,"4th Ave, Brooklyn, NY 11220",40.648938666612814,-74.01000600074939
36 Street Station,"Brooklyn, NY 10012",40.65514366633887,-74.00354899951809
9 Avenue,"Brooklyn, NY 11219",40.64648407726636,-73.99444874451204
53 Street Station,"Brooklyn, NY 11220",40.64506866735981,-74.01403399986317
Fort Hamilton Parkway Station,"Brooklyn, NY 11219",40.640912711444656,-73.9942022375285
25 St,"Brooklyn, NY 11232",40.66039666692321,-73.99809099974297
Carroll St Station,"Smith St, Brooklyn, NY 11231",40.68027335170176,-73.99494697998841
Spring Street Subway Station,"New York, NY 10013",40.72622700129312,-74.00373899843763
181 St,"W 181st St & Fort Washington Ave, New York, NY 10033",40.851694999744616,-73.93796900205011
190 Street Subway Station,"Bennett Ave, New York, NY 10040",40.85902199892482,-73.93417999964333
116 St,"New York, NY 10026",40.80505813344211,-73.95479778057312
125 Street Station,"New York, NY 10027",40.811071672994565,-73.95224799734774
Prince St Station,"New York, NY 10012",40.72432866597571,-73.99770200045987
8 Street Station,"New York, NY 10003",40.73046499853991,-73.99250799849149
Fulton Street Station,"New York, NY 10038",40.70941599925865,-74.00657099970202
World Trade Center,"New York, NY 10007",40.713050999077694,-74.00881099997359
Chambers Street Station,"New York, NY 10013",40.71547800011327,-74.00926600170112
Hoyt St,"Brooklyn, NY 11201",40.69054418535472,-73.98506379575646
Borough Hall,"Brooklyn, NY 11201",40.693218999611084,-73.98999799960687
183 Street Station,"Bronx, NY 10453",40.85840700040842,-73.90387900151532
Fordham Road Station,"Jerome Ave, Bronx, NY 10468",40.86280299988937,-73.90103399921699
World Trade Center,"New York, NY 10007",40.71256392680817,-74.00974461517701
Canal Street Station,"New York, NY 10013",40.72082400007119,-74.0052290023424
155 St,"New York, NY 10032",40.83051799929251,-73.94151400082208
163 Street Subway Station,"New York, NY 10032",40.83601299923096,-73.93989200188344
Fulton Street Subway Station,"New York, NY 10038",40.71002266658424,-74.00793800110387
Chambers St,"New York, NY 10013",40.71323378962671,-74.00340673031336
Canal St,"New York, NY 10013",40.71817387697391,-73.99982638545937
City Hall,"New York, NY 10007",40.71327233111697,-74.00698581780337
Canal Street Subway Station,"Mbamlm 5721, Goodstone Dr #2326, Raleigh, NC 27616",40.71946500105898,-74.0018260000577
South Ferry Sta,"New York, NY 10004",40.701730507574474,-74.01316895919258
Bowling Green,"New York, NY 10004",40.70491399928076,-74.01400799803432
Wall Street Station,"New York, NY 10006",40.70755700086603,-74.01186199860112
Whitehall St,"New York, NY 10004",40.703142373599135,-74.0130072374272
Rector St,"New York, NY 10006",40.707744756294474,-74.01297456253795
Fresh Pond Road Station,"66-99 Fresh Pond Rd, Queens, NY 11385",40.70622599823048,-73.8958980017196
Middle Village - Metropolitan Av,"Queens, NY 11381",40.711431305058255,-73.88957722978091
Rector St,"New York, NY 10006",40.707512999521775,-74.01378300119742
Cortlandt Street Station,"New York, NY 10006",40.7118350008202,-74.01218800112292
Cortlandt Street Station,"New York, NY 10006",40.710367998822136,-74.00950899856461
Broad St,"New York, NY 10005",40.706476001106005,-74.01105599991755
Cortlandt Street Station,"New York, NY 10006",40.7105129841524,-74.01113196473266
Wall Street Station,"New York, NY 10038",40.706820999753376,-74.00909999844257
Dyckman Street Subway Station,"New York, NY 10040",40.865490998968916,-73.92727099960726
Bowery Station,"Bowery, New York, NY 10002",40.71826699954992,-73.99375299913589
Broadway-Lafayette St Station,"Lafayette St &, E Houston St, New York, 10012",40.725296998738045,-73.99620399876055
Bowery Station,"Bowery, New York, NY 10002",40.720246883147254,-73.99380690654237
Canal St,"New York, NY 10013",40.718814263587134,-74.00105471306033
23 Street Station,"New York, NY 10011",40.74590599939995,-73.99804100117201
34 St - Penn Station,"New York, NY 10123",40.752287000775894,-73.99339099970578
Roosevelt Av - Jackson Heights Subway Station,"Roosevelt Ave &, 74th Street, New York, 11372",40.74653969115889,-73.89129866519697
14 Street Station,"New York, NY 10011",40.737825999728116,-74.00020100063497
135 Street Station,"New York, NY 10030",40.817905559212676,-73.94753480879213
14 Street Station,"New York, NY 10011",40.73822799969515,-73.99620899921355
14 Street Station,"New York, NY 10011",40.73774146981052,-73.99775078874781
14 St,"New York, NY 10014",40.73977666638199,-74.00257800104762
14 St,"New York, NY 10014",40.740893000193296,-74.00168999937027
Nostrand Avenue Station,"Brooklyn, NY 11225",40.66993815093054,-73.9504262489579
Clark Street Subway Station,"Brooklyn, NY 11201",40.69746599996469,-73.99308599821961
Franklin Av Station,"Brooklyn, NY 11238",40.68137966658742,-73.95684800014614
Clinton - Washington Ave,"Fulton St, Brooklyn, NY 11238",40.68326299912644,-73.96583799857275
Forest Av,"Queens, NY 11385",40.70441200087814,-73.90307500005954
110 St,"New York, NY 10029",40.795020000113105,-73.94424999687163
86 St Lexington Av,"New York, NY 10028",40.77949199820952,-73.95558899985132
York Street Subway Station,"York Street &, Jay St, Brooklyn, NY 11201",40.699742667691574,-73.98688499993673
York Street Subway Station,"York Street &, Jay St, Brooklyn, NY 11201",40.69933699977884,-73.99053100065458
Lafayette Avenue Station C,"Lafayette Ave, Brooklyn, NY 11217",40.68611300020567,-73.97394599849406
President Street Station,"Brooklyn, NY 11225",40.667883603536815,-73.95058920022207
Mosholu Pkwy,"Bronx, NY 10467",40.886037000253324,-73.87875099990931
Broadway-Lafayette St Station,"Lafayette St &, E Houston St, New York, 10012",40.72591466682659,-73.99465900006331
103 St,"New York, NY 10029",40.79060000008452,-73.94747800152219
Euclid Av Station,"Brooklyn, NY 11208",40.675376998239365,-73.87210600099675
88 St-Boyd Av Station,"Queens, NY 11417",40.67984300135503,-73.85147000026086
Cortelyou Rd,"Brooklyn, NY 11226",40.6409401651401,-73.96379005505493
116 Street Station,"New York, NY 10035",40.7986290002001,-73.9416169983714
Parkchester,"Bronx, NY 10472",40.83322599927859,-73.86081600108396
Franklin St,"New York, NY 10013",40.719318001302135,-74.00688600277107
80 St,"Queens, NY 11417",40.67937100115432,-73.85899200206335
5 Avenue-Bryant Park Station,"New York, NY 10018",40.75382100064824,-73.98196299856706
Spring St Subway Station,"New York, NY 10012",40.72230099999366,-73.99714100006673
125 Street Subway Station,"East 125th St &, Lexington Ave, New York, 10035",40.804138000587244,-73.93759400055725
Coney Island-Stillwell Av Station,"Brooklyn, NY 11224",40.57728100006751,-73.9812359981396
34th Street-Hudson Yards Subway Station,"380-394 11th Ave, New York, NY 10001",40.75544635961596,-74.00219709442206
72 Street Subway Station,"2nd Ave, New York, NY 10021",40.76880251014895,-73.95836178682246
86 Street Subway Station,"New York, NY 10028",40.77786104333163,-73.95177090964917
96 St & 2 Avenue,"New York, NY 10128",40.784236650177654,-73.9470660219183
