,index,name,zipcode,lat,long,Geography,Median income (dollars); Estimate; Households
31,336,AVENUE P, 11223,40.60884280894992,-73.97300281528751,ZCTA5 10012,104561.0
32,340,BAY PKWY, 11204,40.611455789890044,-73.98178001069294,ZCTA5 10012,104561.0
33,318,79 STREET STATION, 11220,40.61315892569516,-74.00058287431506,ZCTA5 10012,104561.0
35,316,BAY RIDGE - 95 ST, 11209,40.61662166725951,-74.03087600085766,ZCTA5 10012,104561.0
43,341,AVENUE I STATION, 11230,40.62501744019143,-73.97606933170925,ZCTA5 10012,104561.0
36,314,BAY PKWY, 11204,40.61710899986601,-73.98452199846112,ZCTA5 10012,104561.0
37,339,AVENUE M, 11230,40.617397744443736,-73.9592431052215,ZCTA5 10012,104561.0
38,319,71 ST, 11228,40.61925870977272,-73.99884094850684,ZCTA5 10012,104561.0
39,315,18 AVENUE STATION, 11204,40.620686997680025,-73.99045399865993,ZCTA5 10012,104561.0
40,338,BAY PKWY, 11230,40.620731623167885,-73.97525697822151,ZCTA5 10012,104561.0
41,317,86 STREET STATION, 11209,40.62268666715025,-74.02839799998641,ZCTA5 10012,104561.0
42,323,NEW UTRECHT AV, 11219,40.62484166725887,-73.99635300025969,ZCTA5 10012,104561.0
54,112,NEWKIRK PLAZA SUBWAY STATION, 11226,40.63514193733789,-73.96269486837261,ZCTA5 10012,104561.0
49,311,FORT HAMILTON PKWY, 11219,40.63138566722446,-74.00535100046275,ZCTA5 10012,104561.0
56,310,50 ST, 11219,40.6362608909614,-73.9946587805514,ZCTA5 10012,104561.0
69,111,CHURCH AV STATION, 11226,40.65049324646484,-73.96288246192114,ZCTA5 10012,104561.0
57,131,NEWKIRK AVENUE STATION, 11226,40.63999124275311,-73.94829990822406,ZCTA5 10012,104561.0
70,108,FORT HAMILTON PARKWAY STATION, 11218,40.650781668034185,-73.97577599917474,ZCTA5 10012,104561.0
71,130,CHURCH AV, 11226,40.65086068780221,-73.94945514035335,ZCTA5 10012,104561.0
72,113,PARKSIDE AV, 11226,40.65507304163716,-73.96145343987648,ZCTA5 10012,104561.0
73,388,36 STREET STATION, 10012,40.655143666338866,-74.00354899951809,ZCTA5 10012,104561.0
14,335,86 STREET SUBWAY STATION, 11223,40.592465000888595,-73.97818899936273,ZCTA5 10012,104561.0
13,181,BEACH 60 ST STATION - STRAITON AVENUE, 11692,40.592374001212356,-73.7885219980118,ZCTA5 10012,104561.0
12,204,BEACH 67 ST STATION ARVERNE BY THE SEA, 11692,40.59092700078133,-73.7969239998421,ZCTA5 10012,104561.0
11,333,AVENUE X STATION, 11223,40.58944966662529,-73.97426599968904,ZCTA5 10012,104561.0
10,334,BAY 50 ST STATION, 11214,40.588840666519324,-73.98376500045946,ZCTA5 10012,104561.0
8,327,SHEEPSHEAD BAY, 11235,40.586547547075355,-73.95405791257906,ZCTA5 10012,104561.0
7,182,BEACH 98 STREET - PLAYLAND, 11694,40.58538569133279,-73.82052058959523,ZCTA5 10012,104561.0
6,15,BEACH 105 STREET SEASIDE, 11694,40.58326843810286,-73.82758075034528,ZCTA5 10012,104561.0
5,183,ROCKAWAY PARK STATION - BEACH 116 STREET, 11694,40.58095586557353,-73.83559008701239,ZCTA5 10012,104561.0
4,332,NEPTUNE AV, 11224,40.58073875849146,-73.97459272818807,ZCTA5 10012,104561.0
3,326,BRIGHTON BEACH, 11235,40.577710196642435,-73.96135378598797,ZCTA5 10012,104561.0
2,468,CONEY ISLAND-STILLWELL AV STATION, 11224,40.57728100006751,-73.9812359981396,ZCTA5 10012,104561.0
15,180,BEACH 44 ST STATION / FRANK AVENUE, 11691,40.59294299908617,-73.77601299999506,ZCTA5 10012,104561.0
27,320,20 AVENUE STATION, 11214,40.604676998169325,-73.99817432157569,ZCTA5 10012,104561.0
66,218,CANARSIE-ROCKAWAY PKWY, 11236,40.646653667395285,-73.90185000017287,ZCTA5 10012,104561.0
58,391,FORT HAMILTON PARKWAY STATION, 11219,40.640912711444656,-73.9942022375285,ZCTA5 10012,104561.0
59,460,CORTELYOU RD, 11226,40.6409401651401,-73.96379005505494,ZCTA5 10012,104561.0
63,390,53 STREET STATION, 11220,40.645068667359816,-74.01403399986317,ZCTA5 10012,104561.0
60,386,59 STREET STATION, 11234,40.6413616662838,-74.01788099953987,ZCTA5 10012,104561.0
61,110,BEVERLEY RD, 11226,40.64390459860419,-73.96435779623125,ZCTA5 10012,104561.0
62,109,CHURCH AV, 11218,40.64427200012997,-73.97972116229084,ZCTA5 10012,104561.0
64,129,BEVERLY RD, 11226,40.64512351894373,-73.94884798381702,ZCTA5 10012,104561.0
68,219,E 105 ST, 11236,40.65046878544699,-73.89954769388723,ZCTA5 10012,104561.0
67,387,45 ST STATION, 11220,40.648938666612814,-74.01000600074939,ZCTA5 10012,104561.0
65,389,9 AVENUE, 11219,40.64648407726636,-73.99444874451204,ZCTA5 10012,104561.0
262,383,14 STREET - UNION SQ STATION, 10003,40.734763312179226,-73.99066976901818,ZCTA5 10003,104441.0
261,104,14 STREET - UNION SQ STATION, 10003,40.73467300099613,-73.98995099881881,ZCTA5 10003,104441.0
251,190,63 DRIVE-REGO PARK SUBWAY STATION, 11374,40.729763972422425,-73.86161820097203,ZCTA5 10003,104441.0
258,382,3 AVENUE STATION, 10003,40.73269099971662,-73.98575000112093,ZCTA5 10003,104441.0
252,0,ASTOR PL, 10003,40.73005400028978,-73.99106999861965,ZCTA5 10003,104441.0
253,400,8 STREET STATION, 10003,40.73046499853991,-73.99250799849149,ZCTA5 10003,104441.0
263,378,14 STREET - UNION SQ STATION, 10003,40.73587226699812,-73.99053886181646,ZCTA5 10003,104441.0
338,347,7 AVENUE STATION, 10019,40.76297015245628,-73.98169782344476,ZCTA5 10019,99063.0
335,346,50 STREET SUBWAY STATION, 10019,40.76245599925997,-73.98598400026407,ZCTA5 10019,99063.0
339,349,57 STREET STATION, 10019,40.76408500081713,-73.97736800085171,ZCTA5 10019,99063.0
333,78,STEINWAY STREET STATION, 11103,40.761431998800546,-73.92582299919907,ZCTA5 10019,99063.0
334,2,50 ST BROADWAY, 10019,40.76172799961419,-73.98384899986625,ZCTA5 10019,99063.0
326,361,42 ST - PORT AUTHORITY BUS TERMINAL, 10036,40.757307998551504,-73.98973500085859,ZCTA5 10036,93707.0
316,79,TIMES SQ-42 ST, 10036,40.75461199851542,-73.98676800153976,ZCTA5 10036,93707.0
317,22,METS - WILLETS POINT, 11368,40.75462199881262,-73.8456249984179,ZCTA5 10036,93707.0
318,358,TIMES SQ - 42 ST, 10036,40.755289999956815,-73.98749500051885,ZCTA5 10036,93707.0
330,24,MAIN ST STATION, 11354,40.75959999915012,-73.83003000262508,ZCTA5 10036,93707.0
320,196,TIMES SQ - 42 ST, 10036,40.755477001982506,-73.98769099825151,ZCTA5 10036,93707.0
321,146,TIMES SQ-42 ST SUBWAY STATION, 10036,40.755983000570076,-73.98622899953202,ZCTA5 10036,93707.0
331,353,49 STREET, 10036,40.75980197387069,-73.98420956591094,ZCTA5 10036,93707.0
329,351,ROOSEVELT ISLAND SUBWAY STATION, 10044,40.759171999671075,-73.95323499978866,ZCTA5 10044,92623.0
299,144,34 ST - HERALD SQ SUBWAY STATION, 10001,40.749644560094424,-73.98793683382641,ZCTA5 10001,85221.0
319,469,34TH STREET-HUDSON YARDS SUBWAY STATION, 10001,40.75544635961596,-74.00219709442206,ZCTA5 10001,85221.0
292,92,COURT SQUARE STATION, 11101,40.74702299889643,-73.94526400039679,ZCTA5 10001,85221.0
301,365,34 ST - HERALD SQ SUBWAY STATION, 10001,40.74978939990011,-73.98777189072919,ZCTA5 10001,85221.0
281,153,21 STREET-VAN ALST STATION, 11101,40.7441286664954,-73.94959999975521,ZCTA5 10001,85221.0
282,235,52 STREET - LINCOLN AV STATION, 11377,40.744149001021576,-73.91254899891254,ZCTA5 10001,85221.0
283,292,33 ST- RAWSON ST, 11101,40.74458699983993,-73.93099699953838,ZCTA5 10001,85221.0
284,143,28 ST BROADWAY, 10001,40.74545399979951,-73.98869800128737,ZCTA5 10001,85221.0
289,229,69 ST-FISK AV STATION, 11377,40.74632499941029,-73.89640299931851,ZCTA5 10001,85221.0
290,437,ROOSEVELT AV - JACKSON HEIGHTS SUBWAY STATION, 11372,40.746539691158894,-73.89129866519697,ZCTA5 10001,85221.0
291,230,ROOSEVELT AV - JACKSON HEIGHTS SUBWAY STATION, 11372,40.746867573829114,-73.8912051289911,ZCTA5 10001,85221.0
288,152,COURT SQUARE, 11101,40.74630503357145,-73.94381559597835,ZCTA5 10001,85221.0
293,198,28 STREET STATION, 10001,40.747214999182184,-73.99336500134324,ZCTA5 10001,85221.0
297,306,QUEENS PLAZA SUBWAY STATION, 11101,40.74891771986323,-73.93713823965696,ZCTA5 10001,85221.0
294,239,82 STREET STATION, 11372,40.74765899955913,-73.88369700071884,ZCTA5 10001,85221.0
298,23,JUNCTION BLVD, 11368,40.74914499948836,-73.86952700103515,ZCTA5 10001,85221.0
300,8,65 STREET STATION, 11377,40.74971952935675,-73.8987883783301,ZCTA5 10001,85221.0
296,240,90 ST - ELMHURST AV, 11372,40.74840800060913,-73.87661299986985,ZCTA5 10001,85221.0
295,65,COURT SQUARE-23 ST STATION, 11101,40.747768121414325,-73.9460547026633,ZCTA5 10001,85221.0
208,359,FULTON STREET SUBWAY STATION, 10038,40.71016216530185,-74.00762309323994,ZCTA5 10038,85032.0
196,304,JEFFERSON ST, 11237,40.706606665988716,-73.9229130000312,ZCTA5 10038,85032.0
197,429,WALL STREET STATION, 10038,40.706820999753376,-74.00909999844257,ZCTA5 10038,85032.0
204,138,MARCY AV, 11211,40.70838300001793,-73.95783200075729,ZCTA5 10038,85032.0
205,243,BRIARWOOD SUBWAY STATION, 11435,40.70916181536946,-73.82069263637443,ZCTA5 10038,85032.0
206,401,FULTON STREET STATION, 10038,40.709415999258646,-74.00657099970202,ZCTA5 10038,85032.0
207,412,FULTON STREET SUBWAY STATION, 10038,40.710022666584244,-74.00793800110388,ZCTA5 10038,85032.0
364,157,96 ST, 10025,40.79391900121471,-73.97232299915696,ZCTA5 10025,82352.0
363,56,96 ST, 10025,40.79161879767014,-73.96460245687165,ZCTA5 10025,82352.0
372,165,CATHEDRAL PARKWAY 110 STREET STATION, 10025,40.80396699961484,-73.9668470005456,ZCTA5 10025,82352.0
369,158,103 ST, 10025,40.79944600033483,-73.96837899960818,ZCTA5 10025,82352.0
366,160,103 ST STATION, 10025,40.79606073990453,-73.96137008267617,ZCTA5 10025,82352.0
469,270,VAN CORTLANDT PARK - 242 ST, 10471,40.889248000114755,-73.89858300049647,ZCTA5 10471,80932.0
442,125,PELHAM PKWY, 10469,40.858984999820116,-73.85535900043564,ZCTA5 10469,61090.0
454,283,GUN HILL ROAD STATION, 10469,40.86952599962675,-73.84638400151766,ZCTA5 10469,61090.0
461,276,BAYCHESTER AV, 10469,40.87866300037311,-73.83859099802153,ZCTA5 10469,61090.0
254,145,1 AVENUE STATION, 10009,40.730974975800656,-73.98168087489128,ZCTA5 10009,60521.0
462,266,231 ST, 10463,40.87885599817935,-73.90483400107873,ZCTA5 10463,58881.0
465,5,238 ST, 10463,40.88466700064975,-73.90087000018522,ZCTA5 10463,58881.0
471,40,NEREID AV, 10470,40.89828651557529,-73.8543153107622,ZCTA5 10470,56658.0
472,279,241 STREET STATION, 10470,40.90312500054125,-73.85061999879541,ZCTA5 10470,56658.0
428,25,BUHRE AV, 10461,40.846809998885504,-73.83256900003744,ZCTA5 10461,55847.0
435,200,PELHAM BAY PARK, 10461,40.85246199951661,-73.82812100059289,ZCTA5 10461,55847.0
416,29,ZEREGA AV, 10461,40.836488000608156,-73.84703599875441,ZCTA5 10461,55847.0
419,201,WESTCHESTER SQ - E TREMONT AV, 10461,40.83989200101392,-73.84295199925013,ZCTA5 10461,55847.0
425,90,MIDDLETOWN RD STATION, 10461,40.843863001283815,-73.83632199755944,ZCTA5 10461,55847.0
370,6,110 ST-CATHEDRAL PKWY STATION, 10026,40.80058155811496,-73.95806670661364,ZCTA5 10026,54349.0
371,169,116TH STREET STATION, 10026,40.80209799913301,-73.94962500096905,ZCTA5 10026,54349.0
374,397,116 ST, 10026,40.80505813344211,-73.95479778057313,ZCTA5 10026,54349.0
368,159,110 STREET STATION - CENTRAL PARK NORTH, 10026,40.79907499977324,-73.95182200176912,ZCTA5 10026,54349.0
429,179,175 STREET STATION, 10033,40.84739100072403,-73.93970399761595,ZCTA5 10033,53044.0
434,395,181 ST, 10033,40.851694999744616,-73.93796900205011,ZCTA5 10033,53044.0
432,177,181 STREET STATION, 10033,40.849504999740645,-73.9335959996056,ZCTA5 10033,53044.0
453,267,215 STREET STATION, 10034,40.86944399946045,-73.91527899954356,ZCTA5 10034,50909.0
458,265,MARBLE HILL - 225 ST, 10034,40.874560999417895,-73.90983099923551,ZCTA5 10034,50909.0
447,268,207 ST STATION, 10034,40.864614000525854,-73.91881900132313,ZCTA5 10034,50909.0
413,27,CASTLE HILL AVENUE STATION, 10462,40.83425499825462,-73.85122199961472,ZCTA5 10462,49962.0
437,124,MORRIS PARK STATION, 10462,40.85436399966426,-73.86049500117254,ZCTA5 10462,49962.0
440,38,PELHAM PKWY, 10462,40.8571924091606,-73.8674806785004,ZCTA5 10462,49962.0
431,43,BRONX PARK EAST STATION, 10462,40.84876866633893,-73.86835609178098,ZCTA5 10462,49962.0
468,277,EASTCHESTER - DYRE AV, 10466,40.88829999901007,-73.8308340021742,ZCTA5 10466,49906.0
470,86,233 STREET STATION, 10466,40.89314324138378,-73.85736239521543,ZCTA5 10466,49906.0
467,247,225 STREET STATION, 10466,40.88802825863786,-73.86021461772738,ZCTA5 10466,49906.0
443,396,190 STREET SUBWAY STATION, 10040,40.85902199892482,-73.93417999964332,ZCTA5 10040,47189.0
452,269,DYCKMAN STREET SUBWAY STATION, 10040,40.86807199999737,-73.91989900100465,ZCTA5 10040,47189.0
444,285,DYCKMAN STREET SUBWAY STATION, 10040,40.86053100138796,-73.92553600006474,ZCTA5 10040,47189.0
438,178,191 STREET SUBWAY STATION, 10040,40.85522500175836,-73.92941199742039,ZCTA5 10040,47189.0
449,430,DYCKMAN STREET SUBWAY STATION, 10040,40.86549099896892,-73.92727099960727,ZCTA5 10040,47189.0
378,167,125 STREET STATION, 10027,40.80775399918281,-73.94549500011411,ZCTA5 10027,45536.0
377,166,116 STREET STATION - COLUMBIA UNIVERSITY, 10027,40.80772200123087,-73.96410999757751,ZCTA5 10027,45536.0
381,398,125 STREET STATION, 10027,40.81107167299457,-73.95224799734774,ZCTA5 10027,45536.0
385,286,125 ST, 10027,40.81558099997893,-73.95837200097044,ZCTA5 10027,45536.0
395,171,137 ST - CITY COLLEGE, 10031,40.82200799968475,-73.95367600087873,ZCTA5 10031,44040.0
399,294,145 STREET STATION, 10031,40.824766360871905,-73.94408792823116,ZCTA5 10031,44040.0
401,155,145 ST, 10031,40.82655099962194,-73.95035999879713,ZCTA5 10031,44040.0
415,411,163 STREET SUBWAY STATION, 10032,40.83601299923096,-73.93989200188344,ZCTA5 10032,41890.0
412,156,157 STREET STATION, 10032,40.8340410001399,-73.94488999901047,ZCTA5 10032,41890.0
422,176,168 STREET STATION, 10032,40.84055599914853,-73.94013299907256,ZCTA5 10032,41890.0
423,57,168 STREET STATION, 10032,40.84071899990795,-73.93956099985425,ZCTA5 10032,41890.0
408,410,155 ST, 10032,40.83051799929251,-73.94151400082208,ZCTA5 10032,41890.0
389,439,135 STREET STATION, 10030,40.81790555921268,-73.94753480879213,ZCTA5 10030,36118.0
384,168,135 ST, 10030,40.814229000339104,-73.94077000106708,ZCTA5 10030,36118.0
233,369,DELANCEY ST, 10002,40.718680742194536,-73.98807806807719,ZCTA5 10002,35449.0
232,10,DELANCEY ST, 10002,40.71830605618619,-73.98740940202974,ZCTA5 10002,35449.0
231,431,BOWERY STATION, 10002,40.718266999549925,-73.99375299913589,ZCTA5 10002,35449.0
222,368,EAST BROADWAY, 10002,40.713855001020406,-73.99017700122197,ZCTA5 10002,35449.0
237,416,CANAL STREET SUBWAY STATION, 27616,40.71946500105897,-74.0018260000577,ZCTA5 10002,35449.0
238,433,BOWERY STATION, 10002,40.72024688314725,-73.99380690654237,ZCTA5 10002,35449.0
243,370,2 AVENUE STATION, 10002,40.72340166574911,-73.98993800003434,ZCTA5 10002,35449.0
446,407,FORDHAM ROAD STATION, 10468,40.86280299988937,-73.90103399921699,ZCTA5 10468,35398.0
451,258,KINGSBRIDGE RD STATION, 10468,40.867760000885795,-73.89717400101743,ZCTA5 10468,35398.0
456,264,BEDFORD PARK BLVD STATION, 10468,40.87324399861646,-73.88713799889572,ZCTA5 10468,35398.0
457,259,BEDFORD PARK BLVD STATION, 10468,40.87341199980121,-73.89006400069478,ZCTA5 10468,35398.0
466,455,MOSHOLU PKWY, 10467,40.88603700025333,-73.87875099990931,ZCTA5 10467,35381.0
464,272,219 STREET STATION, 10467,40.88388797462528,-73.86250970788659,ZCTA5 10467,35381.0
463,273,MOSHOLU PKWY, 10467,40.87974999947229,-73.88465499988732,ZCTA5 10467,35381.0
460,39,GUN HILL RD, 10467,40.87783938517202,-73.86613410538703,ZCTA5 10467,35381.0
459,274,205 STREET STATION, 10467,40.87481100011182,-73.87885499918691,ZCTA5 10467,35381.0
448,256,ALLERTON AV, 10467,40.86548337793927,-73.86723422851625,ZCTA5 10467,35381.0
455,275,BURKE AV STATION, 10467,40.871258802547715,-73.86705361747603,ZCTA5 10467,35381.0
393,172,145 ST, 10039,40.820420999692786,-73.93624499873299,ZCTA5 10039,34197.0
397,260,148TH STREET LENOX TERMINAL STATION, 10039,40.82388000080457,-73.93647000005559,ZCTA5 10039,34197.0
407,295,155 ST, 10039,40.830134999981205,-73.93820899811621,ZCTA5 10039,34197.0
359,32,96 STREET STATION, 10029,40.78567199998607,-73.9510700015425,ZCTA5 10029,34015.0
362,457,103 ST, 10029,40.790600000084524,-73.94747800152219,ZCTA5 10029,34015.0
365,449,110 ST, 10029,40.79502000011311,-73.94424999687162,ZCTA5 10029,34015.0
445,262,FORDHAM ROAD STATION, 10458,40.86129599868349,-73.89774900102401,ZCTA5 10458,32129.0
450,58,KINGSBRIDGE ROAD SUBWAY STATION, 10458,40.86697799999945,-73.89350900003309,ZCTA5 10458,32129.0
410,462,PARKCHESTER, 10472,40.833225999278596,-73.86081600108396,ZCTA5 10472,30593.0
404,248,ELDER AV, 10472,40.82858400108929,-73.87915899874777,ZCTA5 10472,30593.0
405,50,MORRISON AV- SOUNDVIEW, 10472,40.82952100156747,-73.87451599929486,ZCTA5 10472,30593.0
409,52,ST LAWRENCE AV, 10472,40.8315090005233,-73.86761799923674,ZCTA5 10472,30593.0
367,461,116 STREET STATION, 10035,40.7986290002001,-73.94161699837142,ZCTA5 10035,27932.0
373,467,125 STREET SUBWAY STATION, 10035,40.80413800058725,-73.93759400055725,ZCTA5 10035,27932.0
420,263,170 STREET STATION, 10452,40.84007499993004,-73.91779099745928,ZCTA5 10452,27206.0
426,261,MT EDEN AV STATION, 10452,40.84443400092679,-73.9146849986034,ZCTA5 10452,27206.0
418,175,170 STREET STATION, 10452,40.83930599964156,-73.91339999846983,ZCTA5 10452,27206.0
414,290,167 STREET STATION, 10452,40.83553699933672,-73.92139999784426,ZCTA5 10452,27206.0
411,21,167 STREET STATION, 10452,40.83376899862797,-73.91843200082253,ZCTA5 10452,27206.0
383,140,138 STREET STATION, 10451,40.81322399958908,-73.92984899935611,ZCTA5 10451,26979.0
390,46,149 ST - GRAND CONCOURSE, 10451,40.81830344372315,-73.9273847542618,ZCTA5 10451,26979.0
391,288,149 ST - GRAND CONCOURSE, 10451,40.81833014409742,-73.92672247438611,ZCTA5 10451,26979.0
403,47,161 ST - YANKEE STADIUM, 10451,40.828230327421686,-73.92569199505732,ZCTA5 10451,26979.0
402,296,161 ST - YANKEE STADIUM, 10451,40.82790499884585,-73.92565099775476,ZCTA5 10451,26979.0
424,284,E 180 STREET, 10460,40.8418630412186,-73.87334609510884,ZCTA5 10460,25948.0
421,271,WEST FARMS SQUARE - E TREMONT AV STATION, 10460,40.84020763241799,-73.87996127877184,ZCTA5 10460,25948.0
417,255,174 STREET STATION, 10460,40.837195550170605,-73.88769359812888,ZCTA5 10460,25948.0
394,88,HUNTS POINT AV, 10474,40.82094799852307,-73.89054900017344,ZCTA5 10474,25896.0
396,18,INTERVALE AV, 10459,40.822142131170786,-73.89661738461645,ZCTA5 10459,25762.0
398,42,SIMPSON ST, 10459,40.823976841237396,-73.89306639507903,ZCTA5 10459,25762.0
406,17,FREEMAN ST, 10459,40.829987446384116,-73.89175225349464,ZCTA5 10459,25762.0
400,51,WHITLOCK AV, 10459,40.82652500055904,-73.8862829985325,ZCTA5 10459,25762.0
386,289,3 AV - 149 ST, 10455,40.816029252510006,-73.91779152760982,ZCTA5 10455,25489.0
392,253,PROSPECT AV, 10455,40.819487264838436,-73.90177778730917,ZCTA5 10455,25489.0
382,49,E 149 ST, 10455,40.81211799827203,-73.90409799875945,ZCTA5 10455,25489.0
388,252,JACKSON AVENUE STATION, 10455,40.81643746686396,-73.9077019387083,ZCTA5 10455,25489.0
387,249,LONGWOOD AV STATION, 10455,40.816103999972405,-73.89643499897414,ZCTA5 10455,25489.0
433,170,TREMONT AV, 10453,40.85040999951024,-73.90522700122355,ZCTA5 10453,24421.0
441,406,183 STREET STATION, 10453,40.85840700040842,-73.9038790015153,ZCTA5 10453,24421.0
436,174,BURNSIDE AV STATION, 10453,40.85345300155693,-73.9076840015997,ZCTA5 10453,24421.0
430,173,176 ST / JEROME AV, 10453,40.848480001236894,-73.9117939988447,ZCTA5 10453,24421.0
427,20,174-175 ST STATION, 10453,40.84589999983414,-73.91013600050078,ZCTA5 10453,24421.0
439,19,182ND-183RD STS., 10453,40.85609299881864,-73.90074099998965,ZCTA5 10453,24421.0
380,26,3 AVENUE-138 STREET STATION, 10454,40.81047600117261,-73.92613800014135,ZCTA5 10454,21542.0
379,257,E 143 ST STATION, 10454,40.808719000901434,-73.90765699936489,ZCTA5 10454,21542.0
376,291,BROOK AV, 10454,40.80756599987699,-73.91923999909432,ZCTA5 10454,21542.0
375,254,CYPRESS AV, 10454,40.8053680007636,-73.91404199994753,ZCTA5 10454,21542.0
328,348,47-50 STREETS ROCKEFELLER CENTER STATION, 10020,40.75864100159815,-73.98133100227702,ZCTA5 10020,
